رقم_السجل,اسم_المعرض,اسم_السيارة,ماركة_السيارة,موديل_السيارة,سنة_الصنع,السعر_بالدولار,الممشى_كم,لون_السيارة,ناقل_الحركة,نوع_الوقود,حالة_السيارة,رقم_الهاتف,المدينة,صورة_السيارة
11095,معرض السيارات الحديثة,تويوتا لاندكروزر,تويوتا,لاندكروزر,2018,22900,122535,أحمر,عادي,بنزين,مستعملة,750726413,تعز,/static/images/cars/أحمر_لاندكروزر_تويوتا.car.svg
11096,معرض النخبة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2015,34600,152074,رمادي,أوتوماتيك,ديزل,مستعملة,795896712,حضرموت,/static/images/cars/رمادي_الفئة الثالثة_بي إم دبليو.car.svg
11097,معرض النخبة,هوندا بايلوت,هوندا,بايلوت,2025,40300,9402,رمادي,عادي,ديزل,مستعملة,781771781,حضرموت,/static/images/cars/رمادي_بايلوت_هوندا.car.svg
11098,معرض النخبة,هوندا CR-V,هوندا,CR-V,2024,35600,31169,فضي,أوتوماتيك,بنزين,مستعملة,788721081,ذمار,/static/images/cars/فضي_CR-V_هوندا.car.svg
11099,معرض الرواد,هيونداي توسان,هيونداي,توسان,2025,41600,0,أبيض,أوتوماتيك,ديزل,جديدة,782987378,عدن,/static/images/cars/أبيض_توسان_هيونداي.car.svg
11100,معرض الرواد,بي إم دبليو X3,بي إم دبليو,X3,2021,48600,74647,أزرق,عادي,هجين,مستعملة,797893605,عدن,/static/images/cars/أزرق_X3_بي إم دبليو.car.svg
11101,معرض التميز,بي إم دبليو X3,بي إم دبليو,X3,2018,39900,127252,لؤلؤي,عادي,ديزل,مستعملة,715720372,الحديدة,/static/images/cars/لؤلؤي_X3_بي إم دبليو.car.svg
11102,معرض التميز,بي إم دبليو X5,بي إم دبليو,X5,2016,38500,130623,أسود,عادي,بنزين,مستعملة,777670896,ذمار,/static/images/cars/أسود_X5_بي إم دبليو.car.svg
11103,معرض السيارات الحديثة,هوندا سيفيك,هوندا,سيفيك,2018,21700,147079,أبيض,عادي,ديزل,مستعملة,717906847,ذمار,/static/images/cars/أبيض_سيفيك_هوندا.car.svg
11104,معرض السيارات الحديثة,تويوتا كامري,تويوتا,كامري,2026,50200,0,أبيض,عادي,هجين,جديدة,768762717,المكلا,/static/images/cars/أبيض_كامري_تويوتا.car.svg
11105,معرض النجوم,بي إم دبليو X5,بي إم دبليو,X5,2024,55600,30798,لؤلؤي,أوتوماتيك,كهربائي,مستعملة,789397586,المكلا,/static/images/cars/لؤلؤي_X5_بي إم دبليو.car.svg
11106,معرض التميز,تويوتا لاندكروزر,تويوتا,لاندكروزر,2018,23800,121965,أزرق,عادي,بنزين,مستعملة,716532429,إب,/static/images/cars/أزرق_لاندكروزر_تويوتا.car.svg
11107,معرض الرواد,تويوتا راف فور,تويوتا,راف فور,2018,25000,128850,رمادي,أوتوماتيك,بنزين,مستعملة,773705692,عدن,/static/images/cars/رمادي_راف فور_تويوتا.car.svg
11108,معرض الأصالة,فورد إيدج,فورد,إيدج,2017,24600,125180,فضي,عادي,ديزل,مستعملة,772673757,المكلا,/static/images/cars/فضي_إيدج_فورد.car.svg
11109,معرض النخبة,مرسيدس E-Class,مرسيدس,E-Class,2024,57500,26748,لؤلؤي,أوتوماتيك,بنزين,مستعملة,716914333,عدن,/static/images/cars/لؤلؤي_E-Class_مرسيدس.car.svg
11110,معرض التميز,تويوتا لاندكروزر,تويوتا,لاندكروزر,2020,27700,88614,فضي,أوتوماتيك,هجين,مستعملة,731925557,إب,/static/images/cars/فضي_لاندكروزر_تويوتا.car.svg
11111,معرض النجوم,مرسيدس GLC,مرسيدس,GLC,2015,39200,121227,أزرق,أوتوماتيك,هجين,مستعملة,769361108,الحديدة,/static/images/cars/أزرق_GLC_مرسيدس.car.svg
11112,معرض النخبة,فورد إكسبيديشن,فورد,إكسبيديشن,2020,27800,96965,أبيض,عادي,هجين,مستعملة,757153385,الحديدة,/static/images/cars/أبيض_إكسبيديشن_فورد.car.svg
11113,معرض السيارات الحديثة,هوندا بايلوت,هوندا,بايلوت,2018,24400,78843,أبيض,أوتوماتيك,ديزل,مستعملة,779673230,المكلا,/static/images/cars/أبيض_بايلوت_هوندا.car.svg
11114,معرض القمة,تويوتا كورولا,تويوتا,كورولا,2015,15200,154694,أزرق,أوتوماتيك,هجين,مستعملة,726815410,عدن,/static/images/cars/أزرق_كورولا_تويوتا.car.svg
11115,معرض النجوم,تويوتا راف فور,تويوتا,راف فور,2024,37600,23356,أحمر,عادي,هجين,مستعملة,783178227,صنعاء,/static/images/cars/أحمر_راف فور_تويوتا.car.svg
11116,معرض النخبة,تويوتا راف فور,تويوتا,راف فور,2021,31900,61009,أبيض,عادي,بنزين,مستعملة,738643566,الحديدة,/static/images/cars/أبيض_راف فور_تويوتا.car.svg
11117,معرض التميز,هوندا أكورد,هوندا,أكورد,2022,32300,49223,فضي,عادي,كهربائي,مستعملة,724242594,ذمار,/static/images/cars/فضي_أكورد_هوندا.car.svg
11118,معرض القمة,هيونداي إلنترا,هيونداي,إلنترا,2017,15000,109287,فضي,أوتوماتيك,ديزل,مستعملة,718455317,الحديدة,/static/images/cars/فضي_إلنترا_هيونداي.car.svg
11119,معرض النجوم,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2017,38200,114038,أسود,عادي,هجين,مستعملة,784883069,عدن,/static/images/cars/أسود_الفئة الثالثة_بي إم دبليو.car.svg
11120,معرض الرواد,مرسيدس C-Class,مرسيدس,C-Class,2016,36600,146293,أبيض,أوتوماتيك,هجين,مستعملة,775723736,عدن,/static/images/cars/أبيض_C-Class_مرسيدس.car.svg
11121,معرض الرواد,فورد إكسبيديشن,فورد,إكسبيديشن,2022,36300,53940,رمادي,أوتوماتيك,هجين,مستعملة,772301968,تعز,/static/images/cars/رمادي_إكسبيديشن_فورد.car.svg
11122,معرض الرواد,فورد إكسبيديشن,فورد,إكسبيديشن,2026,42500,5000,أزرق,أوتوماتيك,كهربائي,مستعملة,738244579,إب,/static/images/cars/أزرق_إكسبيديشن_فورد.car.svg
11123,معرض التميز,مرسيدس C-Class,مرسيدس,C-Class,2017,42200,149996,أسود,عادي,ديزل,مستعملة,730629087,ذمار,/static/images/cars/أسود_C-Class_مرسيدس.car.svg
11124,معرض التميز,تويوتا لاندكروزر,تويوتا,لاندكروزر,2016,19800,117681,أزرق,عادي,بنزين,مستعملة,751162532,صنعاء,/static/images/cars/أزرق_لاندكروزر_تويوتا.car.svg
11125,معرض القمة,هيونداي توسان,هيونداي,توسان,2016,15300,120868,أزرق,عادي,ديزل,مستعملة,734524692,المكلا,/static/images/cars/أزرق_توسان_هيونداي.car.svg
11126,معرض النجوم,بي إم دبليو X3,بي إم دبليو,X3,2018,39400,114893,أزرق,أوتوماتيك,هجين,مستعملة,786225816,صنعاء,/static/images/cars/أزرق_X3_بي إم دبليو.car.svg
11127,معرض النجوم,بي إم دبليو X5,بي إم دبليو,X5,2017,36600,121578,لؤلؤي,أوتوماتيك,بنزين,مستعملة,782349155,عدن,/static/images/cars/لؤلؤي_X5_بي إم دبليو.car.svg
11128,معرض الرواد,هيونداي إلنترا,هيونداي,إلنترا,2022,26300,50285,لؤلؤي,أوتوماتيك,كهربائي,مستعملة,797139448,عدن,/static/images/cars/لؤلؤي_إلنترا_هيونداي.car.svg
11129,معرض القمة,تويوتا كامري,تويوتا,كامري,2019,23700,90987,رمادي,أوتوماتيك,بنزين,مستعملة,761479574,ذمار,/static/images/cars/رمادي_كامري_تويوتا.car.svg
11130,معرض الأصالة,تويوتا لاندكروزر,تويوتا,لاندكروزر,2020,29400,97636,أزرق,أوتوماتيك,كهربائي,مستعملة,796602039,ذمار,/static/images/cars/أزرق_لاندكروزر_تويوتا.car.svg
11131,معرض النخبة,تويوتا كامري,تويوتا,كامري,2020,31400,54203,فضي,أوتوماتيك,بنزين,مستعملة,723092985,حضرموت,/static/images/cars/فضي_كامري_تويوتا.car.svg
11132,معرض التميز,تويوتا راف فور,تويوتا,راف فور,2023,35500,37511,رمادي,عادي,ديزل,مستعملة,752808278,صنعاء,/static/images/cars/رمادي_راف فور_تويوتا.car.svg
11133,معرض الرواد,هيونداي إلنترا,هيونداي,إلنترا,2022,27500,76231,أسود,عادي,هجين,مستعملة,762011998,المكلا,/static/images/cars/أسود_إلنترا_هيونداي.car.svg
11134,معرض التميز,هوندا أكورد,هوندا,أكورد,2015,13100,171048,أسود,عادي,هجين,مستعملة,773523012,الحديدة,/static/images/cars/أسود_أكورد_هوندا.car.svg
11135,معرض النخبة,فورد إيدج,فورد,إيدج,2015,16500,143175,رمادي,أوتوماتيك,هجين,مستعملة,745554571,تعز,/static/images/cars/رمادي_إيدج_فورد.car.svg
11136,معرض التميز,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2018,39200,121288,رمادي,عادي,ديزل,مستعملة,741376989,حضرموت,/static/images/cars/رمادي_الفئة الخامسة_بي إم دبليو.car.svg
11137,معرض النخبة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2018,39300,116622,أحمر,عادي,ديزل,مستعملة,750871871,حضرموت,/static/images/cars/أحمر_الفئة الثالثة_بي إم دبليو.car.svg
11138,معرض القمة,مرسيدس GLC,مرسيدس,GLC,2022,53700,37317,أحمر,عادي,كهربائي,مستعملة,786379451,حضرموت,/static/images/cars/أحمر_GLC_مرسيدس.car.svg
11139,معرض النخبة,مرسيدس E-Class,مرسيدس,E-Class,2017,41000,133776,رمادي,أوتوماتيك,هجين,مستعملة,782977978,ذمار,/static/images/cars/رمادي_E-Class_مرسيدس.car.svg
11140,معرض التميز,هيونداي سوناتا,هيونداي,سوناتا,2016,16600,116827,أبيض,عادي,بنزين,مستعملة,757998538,إب,/static/images/cars/أبيض_سوناتا_هيونداي.car.svg
11141,معرض التميز,فورد إكسبيديشن,فورد,إكسبيديشن,2019,27600,108900,أحمر,عادي,ديزل,مستعملة,778279060,المكلا,/static/images/cars/أحمر_إكسبيديشن_فورد.car.svg
11142,معرض الأصالة,مرسيدس S-Class,مرسيدس,S-Class,2024,60400,23710,رمادي,عادي,هجين,مستعملة,779066467,تعز,/static/images/cars/رمادي_S-Class_مرسيدس.car.svg
11143,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2019,30600,84424,أحمر,أوتوماتيك,هجين,مستعملة,733195592,تعز,/static/images/cars/أحمر_إكسبلورر_فورد.car.svg
11144,معرض النخبة,مرسيدس C-Class,مرسيدس,C-Class,2024,56100,31245,لؤلؤي,عادي,ديزل,مستعملة,737326524,المكلا,/static/images/cars/لؤلؤي_C-Class_مرسيدس.car.svg
11145,معرض الأصالة,هيونداي إلنترا,هيونداي,إلنترا,2020,25400,86340,لؤلؤي,أوتوماتيك,هجين,مستعملة,792835049,صنعاء,/static/images/cars/لؤلؤي_إلنترا_هيونداي.car.svg
11146,معرض النخبة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2019,44500,74173,أزرق,أوتوماتيك,بنزين,مستعملة,746354648,حضرموت,/static/images/cars/أزرق_الفئة الثالثة_بي إم دبليو.car.svg
11147,معرض النخبة,هيونداي إلنترا,هيونداي,إلنترا,2016,13900,159286,أسود,أوتوماتيك,هجين,مستعملة,776907381,حضرموت,/static/images/cars/أسود_إلنترا_هيونداي.car.svg
11148,معرض التميز,هوندا بايلوت,هوندا,بايلوت,2020,24000,101052,أزرق,عادي,بنزين,مستعملة,731526371,صنعاء,/static/images/cars/أزرق_بايلوت_هوندا.car.svg
11149,معرض الرواد,فورد موستانج,فورد,موستانج,2018,23400,126354,رمادي,عادي,بنزين,مستعملة,715026963,ذمار,/static/images/cars/رمادي_موستانج_فورد.car.svg
11150,معرض القمة,مرسيدس E-Class,مرسيدس,E-Class,2020,46900,61463,أحمر,عادي,ديزل,مستعملة,779429830,المكلا,/static/images/cars/أحمر_E-Class_مرسيدس.car.svg
11151,معرض النجوم,هوندا أكورد,هوندا,أكورد,2018,22100,90512,فضي,عادي,هجين,مستعملة,756093877,عدن,/static/images/cars/فضي_أكورد_هوندا.car.svg
11152,معرض التميز,مرسيدس E-Class,مرسيدس,E-Class,2017,44000,92223,أسود,أوتوماتيك,هجين,مستعملة,753075817,صنعاء,/static/images/cars/أسود_E-Class_مرسيدس.car.svg
11153,معرض الأصالة,هوندا سيفيك,هوندا,سيفيك,2020,26300,59432,رمادي,أوتوماتيك,ديزل,مستعملة,789071951,إب,/static/images/cars/رمادي_سيفيك_هوندا.car.svg
11154,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2024,31600,28449,فضي,عادي,بنزين,مستعملة,728064951,ذمار,/static/images/cars/فضي_سانتافي_هيونداي.car.svg
11155,معرض السيارات الحديثة,هوندا سيفيك,هوندا,سيفيك,2026,42800,5000,فضي,عادي,ديزل,مستعملة,780347833,عدن,/static/images/cars/فضي_سيفيك_هوندا.car.svg
11156,معرض التميز,هيونداي توسان,هيونداي,توسان,2026,37200,5000,فضي,عادي,بنزين,مستعملة,743096196,إب,/static/images/cars/فضي_توسان_هيونداي.car.svg
11157,معرض القمة,فورد إكسبيديشن,فورد,إكسبيديشن,2026,43500,5000,رمادي,أوتوماتيك,كهربائي,مستعملة,750981153,إب,/static/images/cars/رمادي_إكسبيديشن_فورد.car.svg
11158,معرض السيارات الحديثة,هوندا أكورد,هوندا,أكورد,2016,18600,138455,لؤلؤي,أوتوماتيك,ديزل,مستعملة,763652116,إب,/static/images/cars/لؤلؤي_أكورد_هوندا.car.svg
11159,معرض التميز,هيونداي سانتافي,هيونداي,سانتافي,2019,18500,94966,فضي,عادي,كهربائي,مستعملة,756334622,تعز,/static/images/cars/فضي_سانتافي_هيونداي.car.svg
11160,معرض القمة,هوندا سيفيك,هوندا,سيفيك,2018,18800,128219,أسود,عادي,بنزين,مستعملة,710479742,الحديدة,/static/images/cars/أسود_سيفيك_هوندا.car.svg
11161,معرض الأصالة,تويوتا راف فور,تويوتا,راف فور,2015,18800,109650,أسود,عادي,بنزين,مستعملة,722713547,ذمار,/static/images/cars/أسود_راف فور_تويوتا.car.svg
11162,معرض الرواد,مرسيدس GLC,مرسيدس,GLC,2023,57500,33847,لؤلؤي,أوتوماتيك,ديزل,مستعملة,716201733,عدن,/static/images/cars/لؤلؤي_GLC_مرسيدس.car.svg
11163,معرض التميز,هيونداي إلنترا,هيونداي,إلنترا,2017,15200,104137,رمادي,عادي,هجين,مستعملة,750667139,تعز,/static/images/cars/رمادي_إلنترا_هيونداي.car.svg
11164,معرض السيارات الحديثة,هوندا سيفيك,هوندا,سيفيك,2023,35800,29781,أبيض,عادي,هجين,مستعملة,749766757,حضرموت,/static/images/cars/أبيض_سيفيك_هوندا.car.svg
11165,معرض النجوم,هيونداي توسان,هيونداي,توسان,2017,14400,138397,لؤلؤي,عادي,هجين,مستعملة,791577667,المكلا,/static/images/cars/لؤلؤي_توسان_هيونداي.car.svg
11166,معرض الأصالة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2015,33000,175807,لؤلؤي,أوتوماتيك,هجين,مستعملة,778876057,عدن,/static/images/cars/لؤلؤي_الفئة الثالثة_بي إم دبليو.car.svg
11167,معرض القمة,فورد موستانج,فورد,موستانج,2015,20500,146085,فضي,عادي,بنزين,مستعملة,784489542,ذمار,/static/images/cars/فضي_موستانج_فورد.car.svg
11168,معرض الأصالة,هوندا أكورد,هوندا,أكورد,2023,34600,26899,لؤلؤي,أوتوماتيك,هجين,مستعملة,759404704,المكلا,/static/images/cars/لؤلؤي_أكورد_هوندا.car.svg
11169,معرض النجوم,فورد موستانج,فورد,موستانج,2018,26500,129766,لؤلؤي,أوتوماتيك,ديزل,مستعملة,724966953,صنعاء,/static/images/cars/لؤلؤي_موستانج_فورد.car.svg
11170,معرض القمة,تويوتا كامري,تويوتا,كامري,2019,26300,84404,رمادي,عادي,ديزل,مستعملة,741135449,المكلا,/static/images/cars/رمادي_كامري_تويوتا.car.svg
11171,معرض القمة,هيونداي سوناتا,هيونداي,سوناتا,2025,34400,18007,أسود,أوتوماتيك,هجين,مستعملة,783101421,حضرموت,/static/images/cars/أسود_سوناتا_هيونداي.car.svg
11172,معرض الرواد,هيونداي توسان,هيونداي,توسان,2019,21300,82234,أزرق,عادي,بنزين,مستعملة,718118069,المكلا,/static/images/cars/أزرق_توسان_هيونداي.car.svg
11173,معرض الرواد,هوندا CR-V,هوندا,CR-V,2022,28600,61110,أحمر,أوتوماتيك,كهربائي,مستعملة,796537084,صنعاء,/static/images/cars/أحمر_CR-V_هوندا.car.svg
11174,معرض الأصالة,فورد إيدج,فورد,إيدج,2017,24300,123157,رمادي,أوتوماتيك,هجين,مستعملة,778827511,حضرموت,/static/images/cars/رمادي_إيدج_فورد.car.svg
11175,معرض النخبة,بي إم دبليو X3,بي إم دبليو,X3,2019,43300,100070,أحمر,أوتوماتيك,ديزل,مستعملة,774787205,المكلا,/static/images/cars/أحمر_X3_بي إم دبليو.car.svg
11176,معرض السيارات الحديثة,مرسيدس S-Class,مرسيدس,S-Class,2019,45500,74324,رمادي,عادي,كهربائي,مستعملة,792108718,حضرموت,/static/images/cars/رمادي_S-Class_مرسيدس.car.svg
11177,معرض النجوم,فورد إكسبيديشن,فورد,إكسبيديشن,2017,23600,115147,رمادي,عادي,بنزين,مستعملة,755566190,الحديدة,/static/images/cars/رمادي_إكسبيديشن_فورد.car.svg
11178,معرض السيارات الحديثة,هوندا CR-V,هوندا,CR-V,2026,40500,5000,أبيض,عادي,هجين,مستعملة,731874227,حضرموت,/static/images/cars/أبيض_CR-V_هوندا.car.svg
11179,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2025,35000,12124,أزرق,أوتوماتيك,بنزين,مستعملة,759254823,ذمار,/static/images/cars/أزرق_سانتافي_هيونداي.car.svg
11180,معرض التميز,هيونداي سانتافي,هيونداي,سانتافي,2022,26200,54637,أسود,عادي,ديزل,مستعملة,740092066,تعز,/static/images/cars/أسود_سانتافي_هيونداي.car.svg
11181,معرض النجوم,مرسيدس GLC,مرسيدس,GLC,2017,40500,136307,أبيض,أوتوماتيك,هجين,مستعملة,735432662,إب,/static/images/cars/أبيض_GLC_مرسيدس.car.svg
11182,معرض السيارات الحديثة,هوندا CR-V,هوندا,CR-V,2019,27000,76353,لؤلؤي,أوتوماتيك,بنزين,مستعملة,748822401,إب,/static/images/cars/لؤلؤي_CR-V_هوندا.car.svg
11183,معرض النخبة,تويوتا كامري,تويوتا,كامري,2019,23600,117672,أزرق,عادي,هجين,مستعملة,787221648,الحديدة,/static/images/cars/أزرق_كامري_تويوتا.car.svg
11184,معرض القمة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2019,45500,104464,أبيض,عادي,بنزين,مستعملة,718106704,إب,/static/images/cars/أبيض_الفئة الثالثة_بي إم دبليو.car.svg
11185,معرض القمة,بي إم دبليو X5,بي إم دبليو,X5,2025,59100,12406,فضي,عادي,بنزين,مستعملة,729198489,إب,/static/images/cars/فضي_X5_بي إم دبليو.car.svg
11186,معرض النجوم,مرسيدس GLC,مرسيدس,GLC,2017,41400,117493,أزرق,عادي,ديزل,مستعملة,732638665,صنعاء,/static/images/cars/أزرق_GLC_مرسيدس.car.svg
11187,معرض النجوم,تويوتا لاندكروزر,تويوتا,لاندكروزر,2018,26700,88214,أحمر,أوتوماتيك,بنزين,مستعملة,714886822,ذمار,/static/images/cars/أحمر_لاندكروزر_تويوتا.car.svg
11188,معرض السيارات الحديثة,فورد موستانج,فورد,موستانج,2025,43700,11939,أسود,عادي,كهربائي,مستعملة,774213417,المكلا,/static/images/cars/أسود_موستانج_فورد.car.svg
11189,معرض السيارات الحديثة,مرسيدس S-Class,مرسيدس,S-Class,2020,47400,58603,أحمر,عادي,ديزل,مستعملة,770134318,عدن,/static/images/cars/أحمر_S-Class_مرسيدس.car.svg
11190,معرض الرواد,هيونداي توسان,هيونداي,توسان,2022,28900,35005,أسود,عادي,بنزين,مستعملة,771450419,الحديدة,/static/images/cars/أسود_توسان_هيونداي.car.svg
11191,معرض التميز,بي إم دبليو X3,بي إم دبليو,X3,2021,49900,59382,فضي,عادي,ديزل,مستعملة,792076459,إب,/static/images/cars/فضي_X3_بي إم دبليو.car.svg
11192,معرض القمة,مرسيدس S-Class,مرسيدس,S-Class,2023,58000,35636,أحمر,أوتوماتيك,بنزين,مستعملة,745867736,الحديدة,/static/images/cars/أحمر_S-Class_مرسيدس.car.svg
11193,معرض التميز,هوندا أكورد,هوندا,أكورد,2023,32300,50337,أبيض,أوتوماتيك,كهربائي,مستعملة,731382889,ذمار,/static/images/cars/أبيض_أكورد_هوندا.car.svg
11194,معرض الأصالة,هيونداي إلنترا,هيونداي,إلنترا,2019,21100,90946,أزرق,عادي,ديزل,مستعملة,768923413,إب,/static/images/cars/أزرق_إلنترا_هيونداي.car.svg
11195,معرض الأصالة,هيونداي سوناتا,هيونداي,سوناتا,2021,27400,75119,أبيض,عادي,ديزل,مستعملة,771914482,حضرموت,/static/images/cars/أبيض_سوناتا_هيونداي.car.svg
11196,معرض السيارات الحديثة,تويوتا لاندكروزر,تويوتا,لاندكروزر,2022,31900,50056,لؤلؤي,عادي,كهربائي,مستعملة,742815796,حضرموت,/static/images/cars/لؤلؤي_لاندكروزر_تويوتا.car.svg
11197,معرض النجوم,هوندا بايلوت,هوندا,بايلوت,2015,11500,193576,أبيض,عادي,بنزين,مستعملة,750389232,ذمار,/static/images/cars/أبيض_بايلوت_هوندا.car.svg
11198,معرض النجوم,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2024,55700,24832,لؤلؤي,أوتوماتيك,بنزين,مستعملة,750936368,تعز,/static/images/cars/لؤلؤي_الفئة الخامسة_بي إم دبليو.car.svg
11199,معرض السيارات الحديثة,فورد موستانج,فورد,موستانج,2016,21600,134342,رمادي,أوتوماتيك,بنزين,مستعملة,728665736,تعز,/static/images/cars/رمادي_موستانج_فورد.car.svg
11200,معرض الأصالة,هوندا بايلوت,هوندا,بايلوت,2016,17000,150700,فضي,عادي,ديزل,مستعملة,726970701,تعز,/static/images/cars/فضي_بايلوت_هوندا.car.svg
11201,معرض القمة,فورد إيدج,فورد,إيدج,2016,21800,161598,فضي,أوتوماتيك,بنزين,مستعملة,729379861,الحديدة,/static/images/cars/فضي_إيدج_فورد.car.svg
11202,معرض النخبة,بي إم دبليو X5,بي إم دبليو,X5,2020,44900,71391,أبيض,أوتوماتيك,كهربائي,مستعملة,723518461,صنعاء,/static/images/cars/أبيض_X5_بي إم دبليو.car.svg
11203,معرض النجوم,هيونداي توسان,هيونداي,توسان,2017,16700,144894,أحمر,عادي,بنزين,مستعملة,725873286,المكلا,/static/images/cars/أحمر_توسان_هيونداي.car.svg
11204,معرض الأصالة,هيونداي سوناتا,هيونداي,سوناتا,2020,23400,70825,أبيض,عادي,هجين,مستعملة,723901261,عدن,/static/images/cars/أبيض_سوناتا_هيونداي.car.svg
11205,معرض الرواد,مرسيدس S-Class,مرسيدس,S-Class,2021,48100,76506,أسود,عادي,ديزل,مستعملة,770232456,إب,/static/images/cars/أسود_S-Class_مرسيدس.car.svg
11206,معرض النجوم,مرسيدس GLC,مرسيدس,GLC,2021,51700,47421,أحمر,عادي,بنزين,مستعملة,768106731,المكلا,/static/images/cars/أحمر_GLC_مرسيدس.car.svg
11207,معرض النجوم,هوندا أكورد,هوندا,أكورد,2016,16900,162663,أبيض,أوتوماتيك,ديزل,مستعملة,769343118,تعز,/static/images/cars/أبيض_أكورد_هوندا.car.svg
11208,معرض النخبة,فورد إكسبلورر,فورد,إكسبلورر,2015,19400,132516,أبيض,عادي,ديزل,مستعملة,723497899,الحديدة,/static/images/cars/أبيض_إكسبلورر_فورد.car.svg
11209,معرض النجوم,فورد إكسبيديشن,فورد,إكسبيديشن,2023,39500,36099,أبيض,عادي,بنزين,مستعملة,720379468,ذمار,/static/images/cars/أبيض_إكسبيديشن_فورد.car.svg
11210,معرض النجوم,بي إم دبليو X5,بي إم دبليو,X5,2022,48500,65358,أحمر,أوتوماتيك,كهربائي,مستعملة,779471554,صنعاء,/static/images/cars/أحمر_X5_بي إم دبليو.car.svg
11211,معرض الأصالة,هوندا أكورد,هوندا,أكورد,2022,31100,57862,أبيض,عادي,ديزل,مستعملة,760897267,حضرموت,/static/images/cars/أبيض_أكورد_هوندا.car.svg
11212,معرض القمة,فورد إكسبيديشن,فورد,إكسبيديشن,2018,27000,73140,أحمر,عادي,هجين,مستعملة,776816875,صنعاء,/static/images/cars/أحمر_إكسبيديشن_فورد.car.svg
11213,معرض النجوم,تويوتا كامري,تويوتا,كامري,2025,42100,13861,أزرق,أوتوماتيك,بنزين,مستعملة,754677537,حضرموت,/static/images/cars/أزرق_كامري_تويوتا.car.svg
11214,معرض القمة,هيونداي سوناتا,هيونداي,سوناتا,2015,12100,131278,أبيض,عادي,هجين,مستعملة,768078542,حضرموت,/static/images/cars/أبيض_سوناتا_هيونداي.car.svg
11215,معرض الرواد,بي إم دبليو X5,بي إم دبليو,X5,2019,44600,70429,أسود,أوتوماتيك,بنزين,مستعملة,729852029,إب,/static/images/cars/أسود_X5_بي إم دبليو.car.svg
11216,معرض النخبة,هيونداي إلنترا,هيونداي,إلنترا,2023,28600,54368,لؤلؤي,عادي,كهربائي,مستعملة,756265562,الحديدة,/static/images/cars/لؤلؤي_إلنترا_هيونداي.car.svg
11217,معرض السيارات الحديثة,فورد إكسبلورر,فورد,إكسبلورر,2026,42700,5000,لؤلؤي,عادي,هجين,مستعملة,732262034,المكلا,/static/images/cars/لؤلؤي_إكسبلورر_فورد.car.svg
11218,معرض القمة,تويوتا كامري,تويوتا,كامري,2016,17900,180774,أبيض,عادي,بنزين,مستعملة,722850034,ذمار,/static/images/cars/أبيض_كامري_تويوتا.car.svg
11219,معرض التميز,مرسيدس C-Class,مرسيدس,C-Class,2019,46600,72497,فضي,عادي,هجين,مستعملة,753090753,صنعاء,/static/images/cars/فضي_C-Class_مرسيدس.car.svg
11220,معرض القمة,هيونداي إلنترا,هيونداي,إلنترا,2026,44600,0,لؤلؤي,عادي,بنزين,جديدة,720602472,المكلا,/static/images/cars/لؤلؤي_إلنترا_هيونداي.car.svg
11221,معرض السيارات الحديثة,هوندا أكورد,هوندا,أكورد,2017,17300,148968,أحمر,أوتوماتيك,بنزين,مستعملة,716458166,إب,/static/images/cars/أحمر_أكورد_هوندا.car.svg
11222,معرض الأصالة,تويوتا راف فور,تويوتا,راف فور,2015,13000,183799,أحمر,أوتوماتيك,بنزين,مستعملة,745874705,إب,/static/images/cars/أحمر_راف فور_تويوتا.car.svg
11223,معرض النخبة,هوندا CR-V,هوندا,CR-V,2021,28900,45068,رمادي,أوتوماتيك,بنزين,مستعملة,738454851,حضرموت,/static/images/cars/رمادي_CR-V_هوندا.car.svg
11224,معرض الرواد,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2019,42900,71028,أبيض,أوتوماتيك,ديزل,مستعملة,736052358,تعز,/static/images/cars/أبيض_الفئة الخامسة_بي إم دبليو.car.svg
11225,معرض الأصالة,مرسيدس S-Class,مرسيدس,S-Class,2017,38800,162914,أحمر,أوتوماتيك,هجين,مستعملة,788601448,حضرموت,/static/images/cars/أحمر_S-Class_مرسيدس.car.svg
11226,معرض السيارات الحديثة,هوندا بايلوت,هوندا,بايلوت,2024,37200,17850,أحمر,عادي,هجين,مستعملة,753144681,الحديدة,/static/images/cars/أحمر_بايلوت_هوندا.car.svg
11227,معرض النجوم,فورد إكسبلورر,فورد,إكسبلورر,2018,25500,106608,فضي,عادي,ديزل,مستعملة,713507469,تعز,/static/images/cars/فضي_إكسبلورر_فورد.car.svg
